,kapital_start,kapital_ende,gebunden,exposure,n_offen
2025-05-27,183.87501673704926,184.11020905672711,130.41965590726835,0.7092842639616189,67
2025-05-28,184.11020905672711,184.11020905672711,103.38680015368008,0.5615484371202092,45
2025-05-29,184.11020905672711,184.15729943663874,109.52054430663063,0.5948640483748824,51
2025-05-30,184.15729943663874,184.911981568397,128.72922963786908,0.6990177963711927,58
2025-05-31,184.911981568397,184.911981568397,107.05287286822676,0.578939622842282,49
2025-06-01,184.911981568397,184.911981568397,107.05287286822676,0.578939622842282,49
2025-06-02,184.911981568397,184.92055670702842,114.11877410028981,0.6171518639968632,56
2025-06-03,184.92055670702842,184.20665280191304,112.61689981998894,0.6090015184110065,55
2025-06-04,184.20665280191304,184.20665280191304,94.22319666156265,0.5115081091174581,53
2025-06-05,184.20665280191304,184.22061292343503,96.0775745642809,0.5215749436997701,55
2025-06-06,184.22061292343503,184.49378296936914,118.98578338606987,0.6458874579660758,61
2025-06-07,184.49378296936914,184.49378296936914,114.34780118720124,0.6197921650627437,56
2025-06-08,184.49378296936914,184.49378296936914,114.34780118720124,0.6197921650627437,56
2025-06-09,184.49378296936914,184.7643860666876,126.56979419830188,0.6860382618926287,66
2025-06-10,184.7643860666876,184.81982995909843,122.58889176742244,0.6634876686851114,61
2025-06-11,184.81982995909843,184.92099344836615,127.88861667148277,0.6919637178531393,66
2025-06-12,184.92099344836615,185.05584696489126,129.23526511114252,0.6988674606446333,68
2025-06-13,185.05584696489126,185.4073580999695,134.58383550526986,0.7272606497583568,70
2025-06-14,185.4073580999695,185.4073580999695,126.58990312073209,0.6827663390385849,62
2025-06-15,185.4073580999695,185.4073580999695,126.58990312073209,0.6827663390385849,62
2025-06-16,185.4073580999695,185.685492597461,139.3360668441468,0.7515131452820681,66
2025-06-17,185.685492597461,185.685492597461,135.4586228100606,0.7295056868212914,65
2025-06-18,185.685492597461,185.7247573613222,152.79027895698698,0.8228444603812639,82
2025-06-19,185.7247573613222,185.7247573613222,145.84449114244626,0.7852722125715851,77
2025-06-20,185.7247573613222,185.78699679939035,155.14675032396937,0.8353584763184577,85
2025-06-21,185.78699679939035,185.78699679939035,148.77745984683116,0.800795870593024,80
2025-06-22,185.78699679939035,185.78699679939035,148.77745984683116,0.800795870593024,80
2025-06-23,185.78699679939035,184.99537369757593,161.3967735752394,0.8687194279237577,84
2025-06-24,184.99537369757593,185.02074782539103,126.89717596923958,0.6859478344398315,68
2025-06-25,185.02074782539103,185.078178223823,119.58647601556066,0.6463408964729598,62
2025-06-26,185.078178223823,185.4332330686221,121.96869447427366,0.659011751924485,60
2025-06-27,185.4332330686221,185.43438466017182,113.12311537272498,0.6100476894066892,55
2025-06-28,185.43438466017182,185.43438466017182,107.84667165042933,0.5815893953436403,50
2025-06-29,185.43438466017182,185.43438466017182,107.84667165042933,0.5815893953436403,50
2025-06-30,185.43438466017182,188.20774292255405,135.70209402672177,0.7318065324044958,56
2025-07-01,188.20774292255405,187.83226754246272,123.99715901845914,0.6588313376112425,56
2025-07-02,187.83226754246272,188.04784958751023,122.71464184524044,0.653320345065305,59
2025-07-03,188.04784958751023,188.26111883649892,118.36841622600704,0.6294590259109714,55
2025-07-04,188.26111883649892,188.26111883649892,104.05449428245034,0.5527136719761004,40
2025-07-05,188.26111883649892,188.26111883649892,104.05449428245034,0.5527136719761004,40
2025-07-06,188.26111883649892,188.26111883649892,104.05449428245034,0.5527136719761004,40
2025-07-07,188.26111883649892,188.91284561959182,105.03488593994003,0.5579212882037569,41
2025-07-08,188.91284561959182,189.03366593451923,102.2227065187162,0.541110405612962,38
2025-07-09,189.03366593451923,188.84478926032205,114.97029526987441,0.6082001039418017,46
2025-07-10,188.84478926032205,188.9732245149972,117.74669527887228,0.6235104274789323,52
2025-07-11,188.9732245149972,189.0553079625122,125.27975209630928,0.6629497507799942,58
2025-07-12,189.0553079625122,189.0553079625122,120.4901078031336,0.6373272938045496,53
2025-07-13,189.0553079625122,189.0553079625122,120.4901078031336,0.6373272938045496,53
2025-07-14,189.0553079625122,189.0921347279812,125.42886738802514,0.663450652297456,58
2025-07-15,189.0921347279812,189.61786146476967,133.4919212383702,0.7059623153041517,64
2025-07-16,189.61786146476967,189.76829350773198,138.75596691144122,0.7317663317135427,77
2025-07-17,189.76829350773198,189.6283118462349,148.54356027126784,0.7827627973332412,79
2025-07-18,189.6283118462349,189.87655215478145,148.60013219680332,0.7836389553333135,75
2025-07-19,189.87655215478145,189.87655215478145,137.99846724955373,0.7267799298202007,70
2025-07-20,189.87655215478145,189.87655215478145,137.99846724955373,0.7267799298202007,70
2025-07-21,189.87655215478145,189.9883303625498,140.4963555183513,0.7399352575341849,72
2025-07-22,189.9883303625498,190.36788653509578,149.34412662518213,0.7860699988267312,73
2025-07-23,190.36788653509578,189.9916689513966,140.70126432761757,0.7391018878684573,73
2025-07-24,189.9916689513966,189.81204296463793,137.28475408239683,0.7225830208245437,69
2025-07-25,189.81204296463793,189.9714793240511,134.32457996259726,0.7076715358235831,66
2025-07-26,189.9714793240511,189.9714793240511,127.89119809838806,0.6732126240920236,60
2025-07-27,189.9714793240511,189.9714793240511,127.89119809838806,0.6732126240920236,60
2025-07-28,189.9714793240511,189.97993852063175,134.31418698566455,0.7070229039831447,66
2025-07-29,189.97993852063175,189.5991643735292,132.81138542530798,0.6990811054025302,65
2025-07-30,189.5991643735292,189.5582117878624,133.42071551633788,0.7036988583635623,70
